  Loading gcc/8.2.0
100 x 1000 x 100, 0.013721
100 x 2000 x 100, 0.032791
100 x 3000 x 100, 0.043487
100 x 4000 x 100, 0.058178
100 x 5000 x 100, 0.074288
100 x 6000 x 100, 0.100065
100 x 7000 x 100, 0.146960
100 x 8000 x 100, 0.182523
100 x 9000 x 100, 0.218779
100 x 10000 x 100, 0.258037
100 x 11000 x 100, 0.287323
100 x 12000 x 100, 0.316114
100 x 13000 x 100, 0.345752
100 x 14000 x 100, 0.373835
100 x 15000 x 100, 0.403301
100 x 16000 x 100, 0.432273
100 x 17000 x 100, 0.461322
100 x 18000 x 100, 0.509033
100 x 19000 x 100, 0.562293
100 x 20000 x 100, 0.605193
100 x 21000 x 100, 0.613381
100 x 22000 x 100, 0.641873
100 x 23000 x 100, 0.654702
100 x 24000 x 100, 0.692567
100 x 25000 x 100, 0.730525
100 x 26000 x 100, 0.765205
100 x 27000 x 100, 0.801002
100 x 28000 x 100, 0.840438
100 x 29000 x 100, 0.880141
100 x 30000 x 100, 0.930507
100 x 31000 x 100, 0.973874
100 x 32000 x 100, 1.010114
100 x 33000 x 100, 1.058344
100 x 34000 x 100, 1.114352
100 x 35000 x 100, 1.187231
100 x 36000 x 100, 1.231396
100 x 37000 x 100, 1.259130
100 x 38000 x 100, 1.368155
100 x 39000 x 100, 1.427202
100 x 40000 x 100, 1.472095
100 x 41000 x 100, 1.593268
100 x 42000 x 100, 1.694754
100 x 43000 x 100, 1.759302
100 x 44000 x 100, 1.821021
100 x 45000 x 100, 1.969972
100 x 46000 x 100, 2.048462
100 x 47000 x 100, 2.241681
100 x 48000 x 100, 2.259332
100 x 49000 x 100, 2.433662
100 x 50000 x 100, 2.709911
100 x 51000 x 100, 2.675069
100 x 52000 x 100, 2.849469
100 x 53000 x 100, 3.008014
100 x 54000 x 100, 3.177886
100 x 55000 x 100, 3.295046
100 x 56000 x 100, 3.437428
100 x 57000 x 100, 3.608476
100 x 58000 x 100, 3.710068
100 x 59000 x 100, 3.922199
100 x 60000 x 100, 4.053663
100 x 61000 x 100, 4.070267
100 x 62000 x 100, 4.414096
100 x 63000 x 100, 4.461086
100 x 64000 x 100, 4.775536
100 x 65000 x 100, 4.913720
100 x 66000 x 100, 5.162452
100 x 67000 x 100, 5.279420
100 x 68000 x 100, 5.559070
100 x 69000 x 100, 5.691269
100 x 70000 x 100, 5.984722
100 x 71000 x 100, 6.014234
100 x 72000 x 100, 6.284039
100 x 73000 x 100, 6.582046
100 x 74000 x 100, 6.626457
100 x 75000 x 100, 6.962421
100 x 76000 x 100, 7.380458
100 x 77000 x 100, 7.252896
100 x 78000 x 100, 7.575058
100 x 79000 x 100, 8.494815
100 x 80000 x 100, 8.098634
100 x 81000 x 100, 8.188988
100 x 82000 x 100, 8.623334
100 x 83000 x 100, 8.667663
100 x 84000 x 100, 8.823234
100 x 85000 x 100, 9.000335
100 x 86000 x 100, 9.422623
100 x 87000 x 100, 9.452729
100 x 88000 x 100, 10.105837
100 x 89000 x 100, 9.808302
100 x 90000 x 100, 9.965069
100 x 91000 x 100, 10.199991
100 x 92000 x 100, 10.536390
100 x 93000 x 100, 10.713946
100 x 94000 x 100, 11.075177
100 x 95000 x 100, 11.187334
100 x 96000 x 100, 11.126700
100 x 97000 x 100, 11.622261
100 x 98000 x 100, 12.893243
100 x 99000 x 100, 12.045253
100 x 100000 x 100, 12.180881
