  Loading gcc/8.2.0
100 x 1000 x 100, 0.020020
100 x 2000 x 100, 0.060023
100 x 3000 x 100, 0.091191
100 x 4000 x 100, 0.084738
100 x 5000 x 100, 0.154824
100 x 6000 x 100, 0.195789
100 x 7000 x 100, 0.203273
100 x 8000 x 100, 0.295606
100 x 9000 x 100, 0.425832
100 x 10000 x 100, 0.492963
100 x 11000 x 100, 0.548427
100 x 12000 x 100, 0.662563
100 x 13000 x 100, 0.593293
100 x 14000 x 100, 0.789601
100 x 15000 x 100, 0.842110
100 x 16000 x 100, 0.749154
100 x 17000 x 100, 0.990048
100 x 18000 x 100, 1.024180
100 x 19000 x 100, 0.901938
100 x 20000 x 100, 1.168943
100 x 21000 x 100, 1.111946
100 x 22000 x 100, 1.288596
100 x 23000 x 100, 1.127968
100 x 24000 x 100, 1.194821
100 x 25000 x 100, 1.521512
100 x 26000 x 100, 1.448379
100 x 27000 x 100, 1.653933
100 x 28000 x 100, 1.479629
100 x 29000 x 100, 1.688955
100 x 30000 x 100, 1.642296
100 x 31000 x 100, 2.014100
100 x 32000 x 100, 2.083099
100 x 33000 x 100, 1.905496
100 x 34000 x 100, 2.154723
100 x 35000 x 100, 2.378680
100 x 36000 x 100, 2.204290
100 x 37000 x 100, 2.633231
100 x 38000 x 100, 2.740530
100 x 39000 x 100, 2.750755
100 x 40000 x 100, 2.811433
100 x 41000 x 100, 3.062992
100 x 42000 x 100, 5.455081
100 x 43000 x 100, 5.955574
100 x 44000 x 100, 4.456573
100 x 45000 x 100, 4.999135
100 x 46000 x 100, 9.978486
100 x 47000 x 100, 6.685830
100 x 48000 x 100, 6.023941
100 x 49000 x 100, 6.333567
100 x 50000 x 100, 14.752009
100 x 51000 x 100, 14.624835
100 x 52000 x 100, 5.738262
100 x 53000 x 100, 5.900994
100 x 54000 x 100, 17.760828
100 x 55000 x 100, 8.309033
100 x 56000 x 100, 19.286502
100 x 57000 x 100, 13.816399
100 x 58000 x 100, 21.915088
100 x 59000 x 100, 8.534693
100 x 60000 x 100, 20.972028
100 x 61000 x 100, 17.414602
100 x 62000 x 100, 15.966144
100 x 63000 x 100, 17.512301
100 x 64000 x 100, 15.578916
100 x 65000 x 100, 15.256914
100 x 66000 x 100, 20.589602
100 x 67000 x 100, 24.202047
100 x 68000 x 100, 21.752349
100 x 69000 x 100, 31.410409
100 x 70000 x 100, 28.431946
100 x 71000 x 100, 14.347071
100 x 72000 x 100, 30.351297
100 x 73000 x 100, 16.109593
100 x 74000 x 100, 29.801556
100 x 75000 x 100, 32.885102
100 x 76000 x 100, 22.800734
100 x 77000 x 100, 31.497565
100 x 78000 x 100, 15.400897
100 x 79000 x 100, 18.785817
100 x 80000 x 100, 22.505308
100 x 81000 x 100, 35.390605
100 x 82000 x 100, 36.638372
